split,class,class_id,source,image,label,x1,y1,x2,y2,width,height,area_ratio,label_method
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000204.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000204.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000204.txt,65,79,92,122,250,250,0.019712,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000176.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000176.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000176.txt,122,38,194,147,250,250,0.12848,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000085.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000085.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000085.txt,100,2,249,160,250,250,0.3816,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000022.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000022.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000022.txt,124,95,151,121,250,250,0.012096,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000161.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000161.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000161.txt,0,119,128,198,250,250,0.16512,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000094.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000094.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000094.txt,141,0,249,162,250,250,0.284272,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000010.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000010.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000010.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000126.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000126.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000126.txt,0,110,195,183,250,250,0.232064,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000203.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000203.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000203.txt,70,85,91,104,250,250,0.00704,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000133.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000133.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000133.txt,0,110,195,184,250,250,0.2352,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000035.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000035.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000035.txt,105,1,249,158,250,250,0.36656,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000129.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000129.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000129.txt,0,110,196,184,250,250,0.2364,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000198.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000198.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000198.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000062.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000062.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000062.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000064.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000064.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000064.txt,131,99,145,106,250,250,0.00192,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000237.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000237.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000237.txt,84,86,97,98,250,250,0.002912,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000063.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000063.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000063.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000150.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000150.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000150.txt,0,113,174,188,250,250,0.2128,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000125.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000125.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000125.txt,0,108,188,172,250,250,0.19656,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000075.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000075.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000075.txt,133,59,211,141,250,250,0.104912,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000248.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000248.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000248.txt,28,85,41,97,250,250,0.002912,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000065.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000065.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000065.txt,133,100,148,107,250,250,0.002048,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000013.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000013.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000013.txt,119,100,134,107,250,250,0.002048,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000154.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000154.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000154.txt,0,113,174,188,250,250,0.2128,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000165.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000165.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000165.txt,0,117,130,244,250,250,0.268288,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000153.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000153.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000153.txt,0,113,174,188,250,250,0.2128,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000011.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000011.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000011.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000038.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000038.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000038.txt,79,2,234,157,250,250,0.389376,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000142.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000142.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000142.txt,0,113,173,188,250,250,0.211584,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000030.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000030.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000030.txt,110,46,209,144,250,250,0.1584,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000128.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000128.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000128.txt,0,110,195,184,250,250,0.2352,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000006.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000006.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000006.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000242.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000242.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000242.txt,0,130,10,140,250,250,0.001936,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000134.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000134.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000134.txt,0,110,195,184,250,250,0.2352,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000182.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000182.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000182.txt,95,13,217,209,250,250,0.387696,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000090.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000090.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000090.txt,73,3,228,159,250,250,0.391872,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000136.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000136.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000136.txt,0,110,195,183,250,250,0.232064,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000092.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000092.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000092.txt,73,3,228,159,250,250,0.391872,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000021.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000021.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000021.txt,124,95,151,121,250,250,0.012096,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000140.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000140.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000140.txt,0,108,173,180,250,250,0.203232,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000032.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000032.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000032.txt,110,21,244,152,250,250,0.28512,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000162.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000162.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000162.txt,0,112,128,206,250,250,0.19608,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000012.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000012.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000012.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000084.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000084.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000084.txt,103,29,221,150,250,250,0.232288,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000132.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000132.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000132.txt,0,110,195,184,250,250,0.2352,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000135.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000135.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000135.txt,0,110,196,184,250,250,0.2364,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000025.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000025.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000025.txt,110,65,184,138,250,250,0.0888,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000141.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000141.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000141.txt,0,108,179,185,250,250,0.22464,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000240.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000240.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000240.txt,84,86,97,98,250,250,0.002912,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000247.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000247.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000247.txt,28,85,41,97,250,250,0.002912,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000130.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000130.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000130.txt,0,110,195,184,250,250,0.2352,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000239.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000239.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000239.txt,84,86,97,98,250,250,0.002912,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000040.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000040.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000040.txt,0,0,91,159,250,250,0.23552,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000227.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000227.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000227.txt,0,0,232,249,250,250,0.932,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000131.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000131.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000131.txt,0,110,196,184,250,250,0.2364,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000243.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000243.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000243.txt,14,85,25,96,250,250,0.002304,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000056.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000056.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000056.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000002.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000002.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000002.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000088.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000088.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000088.txt,73,2,229,159,250,250,0.396896,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000228.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000228.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000228.txt,146,0,154,21,250,250,0.003168,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000159.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000159.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000159.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000073.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000073.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000073.txt,146,86,195,136,250,250,0.0408,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000151.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000151.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000151.txt,0,113,174,188,250,250,0.2128,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000246.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000246.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000246.txt,28,85,41,97,250,250,0.002912,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000067.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000067.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000067.txt,133,100,148,107,250,250,0.002048,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000201.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000201.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000201.txt,78,92,91,100,250,250,0.002016,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000252.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000252.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000252.txt,176,0,249,192,250,250,0.228512,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000232.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000232.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000232.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000174.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000174.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000174.txt,118,49,176,144,250,250,0.090624,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000076.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000076.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000076.txt,133,59,211,141,250,250,0.104912,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000072.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000072.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000072.txt,141,96,167,123,250,250,0.012096,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000024.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000024.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000024.txt,110,65,185,138,250,250,0.089984,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000008.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000008.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000008.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000009.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000009.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000009.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000152.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000152.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000152.txt,0,113,173,188,250,250,0.211584,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000229.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000229.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000229.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000023.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000023.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000023.txt,124,95,151,121,250,250,0.012096,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000197.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000197.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000197.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000027.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000027.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000027.txt,109,49,205,142,250,250,0.145888,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000036.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000036.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000036.txt,105,1,249,158,250,250,0.36656,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000074.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000074.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000074.txt,133,59,211,140,250,250,0.103648,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000079.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000079.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000079.txt,143,30,249,150,250,250,0.207152,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000087.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000087.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000087.txt,99,2,249,160,250,250,0.384144,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000007.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000007.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000007.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000029.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000029.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000029.txt,178,42,202,51,250,250,0.004,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000241.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000241.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000241.txt,84,86,97,98,250,250,0.002912,detected
val,right-arrow,1,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/right-arrow/frame_000170.jpg,/kaggle/temp/yolo_signals_det/images/val/right-arrow_frame_000170.jpg,/kaggle/temp/yolo_signals_det/labels/val/right-arrow_frame_000170.txt,116,37,234,153,250,250,0.222768,detected
val,right-arrow,1,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/right-arrow/frame_000056.jpg,/kaggle/temp/yolo_signals_det/images/val/right-arrow_frame_000056.jpg,/kaggle/temp/yolo_signals_det/labels/val/right-arrow_frame_000056.txt,123,91,170,149,250,250,0.045312,fallback_median
val,right-arrow,1,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/right-arrow/frame_000235.jpg,/kaggle/temp/yolo_signals_det/images/val/right-arrow_frame_000235.jpg,/kaggle/temp/yolo_signals_det/labels/val/right-arrow_frame_000235.txt,151,119,231,187,250,250,0.089424,detected
val,right-arrow,1,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/right-arrow/frame_000227.jpg,/kaggle/temp/yolo_signals_det/images/val/right-arrow_frame_000227.jpg,/kaggle/temp/yolo_signals_det/labels/val/right-arrow_frame_000227.txt,0,115,108,206,250,250,0.160448,detected
val,right-arrow,1,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/right-arrow/frame_000081.jpg,/kaggle/temp/yolo_signals_det/images/val/right-arrow_frame_000081.jpg,/kaggle/temp/yolo_signals_det/labels/val/right-arrow_frame_000081.txt,137,102,151,109,250,250,0.00192,detected
val,right-arrow,1,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/right-arrow/frame_000230.jpg,/kaggle/temp/yolo_signals_det/images/val/right-arrow_frame_000230.jpg,/kaggle/temp/yolo_signals_det/labels/val/right-arrow_frame_000230.txt,96,105,196,196,250,250,0.148672,detected
